first_name,last_name,death_year,bio_url,nationality,art_movement,author_id,bio_info,birth_year
Thomas,Bunting,1928,http://www.the-athenaeum.org/people/detail.php?ID=8162,Scottish,,8162,,1851
Johannes Hermanus Barene,Koekkoek,1912,http://www.the-athenaeum.org/people/detail.php?ID=2295,Dutch,,2295,,1840
Francois Etienne,Musin,1888,http://www.the-athenaeum.org/people/detail.php?ID=2293,Belgian,,2293,,1820
Nikolai,Bogdanov,1892,http://www.the-athenaeum.org/people/detail.php?ID=8152,Russian,,8152,,1850
George,Dance,1825,http://www.the-athenaeum.org/people/detail.php?ID=10373,English,,10373,,1741
Robert,Hopkin,1909,http://www.the-athenaeum.org/people/detail.php?ID=1242,Scottish,,1242,,1832
Lajos,Tihanyi,1938,http://www.the-athenaeum.org/people/detail.php?ID=4463,Hungarian,,4463,,1885
Johann Conrad,Seekatz,1768,http://www.the-athenaeum.org/people/detail.php?ID=8228,German,,8228,,1719
Rudolf,Koller,1905,http://www.the-athenaeum.org/people/detail.php?ID=2287,Swiss,,2287,,1828
Joseph H.,Bush,1865,http://www.the-athenaeum.org/people/detail.php?ID=1231,American,,1231,,1794
Johannes Hermanus,Koekkoek,1851,http://www.the-athenaeum.org/people/detail.php?ID=2274,Dutch,,2274,,1778
Maude,Drein bryant,1946,http://www.the-athenaeum.org/people/detail.php?ID=10009,American,,10009,,1880
Jan,Mortel,1719,http://www.the-athenaeum.org/people/detail.php?ID=5912,Dutch,Dutch Golden Age,5912,,1652
Nicola,Marschall,1917,http://www.the-athenaeum.org/people/detail.php?ID=1221,German,,1221,,1829
Albert Joseph,Franke,1924,http://www.the-athenaeum.org/people/detail.php?ID=2253,German,,2253,,1860
George Frederick,Bensell,1879,http://www.the-athenaeum.org/people/detail.php?ID=633,American,,633,,1837
Robert Jenkins,Onderdonk,1917,http://www.the-athenaeum.org/people/detail.php?ID=1213,American,,1213,,1852
Cornelis,Droochsloot,1673,http://www.the-athenaeum.org/people/detail.php?ID=8742,Dutch,,8742,,1630
Hyppolite,Sebron,1879,http://www.the-athenaeum.org/people/detail.php?ID=1205,American,,1205,,1801
Robert,Gavin,1883,http://www.the-athenaeum.org/people/detail.php?ID=9051,United Kingdom,,9051,,1827
Angel,Zarraga,1946,http://www.the-athenaeum.org/people/detail.php?ID=6437,Mexican,,6437,,1886
Laslett John,Pott,1898,http://www.the-athenaeum.org/people/detail.php?ID=2207,American,,2207,,1837
Nicola,Grassi,1748,http://www.the-athenaeum.org/people/detail.php?ID=9218,Italian,,9218,,1682
William Keighley,Briggs,1884,http://www.the-athenaeum.org/people/detail.php?ID=8087,United Kingdom,,8087,,1812
Beppe,Ciardi,1932,http://www.the-athenaeum.org/people/detail.php?ID=2215,Italian,,2215,,1875
Johann Bernhard,Klombeck,1893,http://www.the-athenaeum.org/people/detail.php?ID=2188,Dutch,,2188,,1815
Andrew,Black,1916,http://www.the-athenaeum.org/people/detail.php?ID=7962,United Kingdom,,7962,,1850
Caspar,Isenmann,1480,http://www.the-athenaeum.org/people/detail.php?ID=6175,German,,6175,,1430
Gerolamo,Induno,1890,http://www.the-athenaeum.org/people/detail.php?ID=2185,Italian,,2185,,1827
John,Wollaston,1775,http://www.the-athenaeum.org/people/detail.php?ID=1189,English,,1189,,1710
Charles Henry,Branscombe,1924,http://www.the-athenaeum.org/people/detail.php?ID=8070,United Kingdom,,8070,,1858
Émile,Lévy,1890,http://www.the-athenaeum.org/people/detail.php?ID=4280,French,,4280,,1826
René,Lelong,1933,http://www.the-athenaeum.org/people/detail.php?ID=5370,French,,5370,,1871
Robert,Brandard,1862,http://www.the-athenaeum.org/people/detail.php?ID=8069,United Kingdom,,8069,,1805
Lancelot-Theodore,Turpin de crisse,1859,http://www.the-athenaeum.org/people/detail.php?ID=2184,French,,2184,,1782
Michel Joseph,Speeckaert,1838,http://www.the-athenaeum.org/people/detail.php?ID=2166,Belgian,,2166,,1748
William Alden,Mote,1917,http://www.the-athenaeum.org/people/detail.php?ID=7063,American,,7063,,1840
Mateo,Cerezo,1666,http://www.the-athenaeum.org/people/detail.php?ID=6167,Spanish,Baroque,6167,,1637
Cuthbert,Bradley,1943,http://www.the-athenaeum.org/people/detail.php?ID=8062,United Kingdom,,8062,,1861
Jan Lodewijk,Jonxis,1867,http://www.the-athenaeum.org/people/detail.php?ID=11023,Dutch,,11023,,1789
François Barthélemy Michel Édouard,Cibot,1877,http://www.the-athenaeum.org/people/detail.php?ID=5514,French,,5514,,1799
Carl Rudolph,Sohn,1908,http://www.the-athenaeum.org/people/detail.php?ID=2155,German,,2155,,1845
Therese,Fuchs,1898,http://www.the-athenaeum.org/people/detail.php?ID=6429,German,,6429,,1849
François,Topino-lebrun,1801,http://www.the-athenaeum.org/people/detail.php?ID=6162,French,Neoclassicist,6162,,1764
Janos,Vaszary,1939,http://www.the-athenaeum.org/people/detail.php?ID=5897,Hungarian,,5897,,1867
Cephas,Thompson,1856,http://www.the-athenaeum.org/people/detail.php?ID=4056,American,,4056,,1775
Joseph,Bowring,1832,http://www.the-athenaeum.org/people/detail.php?ID=8059,United Kingdom,,8059,,1757
Isaac,Van duynen,1680,http://www.the-athenaeum.org/people/detail.php?ID=9593,Dutch,,9593,,1630
Cornelis,Van cleve,1567,http://www.the-athenaeum.org/people/detail.php?ID=9517,Dutch,,9517,,1520
Francesco,Lojacono,1915,http://www.the-athenaeum.org/people/detail.php?ID=2149,Italian,,2149,,1838
Albert,Roosenboom,1875,http://www.the-athenaeum.org/people/detail.php?ID=2146,Belgian,,2146,,1845
Nicolas,Lavreince,1807,http://www.the-athenaeum.org/people/detail.php?ID=6157,Swedish,,6157,,1737
Susan Catherine,Waters,1900,http://www.the-athenaeum.org/people/detail.php?ID=3979,American,,3979,,1823
Flemish School 15th Century,Unknown,1500,http://www.the-athenaeum.org/people/detail.php?ID=7090,Belgian,,7090,,1400
Ernest Ponthier de,Chamaillard,1931,http://www.the-athenaeum.org/people/detail.php?ID=10592,French,,10592,,1862
Morgan,Colt,1926,http://www.the-athenaeum.org/people/detail.php?ID=4214,American,,4214,,1876
William R. C.,Watson,1921,http://www.the-athenaeum.org/people/detail.php?ID=5150,English,,5150,,1831
Alberto,Rossi,1936,http://www.the-athenaeum.org/people/detail.php?ID=9485,Italian,,9485,,1858
Zacharie,Astruc,1907,http://www.the-athenaeum.org/people/detail.php?ID=8030,French,,8030,,1833
Walter,Boodle,1914,http://www.the-athenaeum.org/people/detail.php?ID=8044,English,,8044,,1862
George William,Whitaker,1916,http://www.the-athenaeum.org/people/detail.php?ID=1149,American,,1149,,1840
Harald Conrad,Stilling,1891,http://www.the-athenaeum.org/people/detail.php?ID=4724,,,4724,,1815
William,Macduff,1881,http://www.the-athenaeum.org/people/detail.php?ID=8021,United Kingdom,,8021,,1824
Charles,Craig,1931,http://www.the-athenaeum.org/people/detail.php?ID=2118,American,,2118,,1846
Pierre Nicolas,Huilliot,1751,http://www.the-athenaeum.org/people/detail.php?ID=11012,French,,11012,,1674
Jean-Jacques,Hauer,1829,http://www.the-athenaeum.org/people/detail.php?ID=5251,French,,5251,,1751
Carl,Gutherz,1907,http://www.the-athenaeum.org/people/detail.php?ID=1133,Swiss,,1133,,1844
Mikhail,Demyanov,1913,http://www.the-athenaeum.org/people/detail.php?ID=8026,Russian,,8026,,1873
Woodhull,Adams,1921,http://www.the-athenaeum.org/people/detail.php?ID=1129,American,,1129,,1854
Aime-Nicolas,Morot,1913,http://www.the-athenaeum.org/people/detail.php?ID=207,French,Academist,207,,1850
Agostino,Aglio,1857,http://www.the-athenaeum.org/people/detail.php?ID=7043,Italian,,7043,,1777
James Crawford,Thom,1898,http://www.the-athenaeum.org/people/detail.php?ID=960,American,,960,,1835
Hans,Bollongier,1673,http://www.the-athenaeum.org/people/detail.php?ID=5509,Dutch,Dutch Golden Age,5509,,1600
Christian,Stöcklin,1795,http://www.the-athenaeum.org/people/detail.php?ID=8119,Swiss,,8119,,1741
Jan,Boeckhorst,1668,http://www.the-athenaeum.org/people/detail.php?ID=8008,Belgian,Baroque,8008,,1605
Jacob van,Velsen,1656,http://www.the-athenaeum.org/people/detail.php?ID=7030,Dutch,Dutch Golden Age,7030,,1597
William Henry,Buck,1888,http://www.the-athenaeum.org/people/detail.php?ID=958,Norwegian,,958,,1840
George John,Pinwell,1875,http://www.the-athenaeum.org/people/detail.php?ID=7987,English,,7987,,1842
Horatio,Walker,1938,http://www.the-athenaeum.org/people/detail.php?ID=4036,Canadian,,4036,,1858
Fritz,Beinke,1907,http://www.the-athenaeum.org/people/detail.php?ID=6401,German,,6401,,1842
Jacques François,Courtin,1752,http://www.the-athenaeum.org/people/detail.php?ID=5657,French,Rococo,5657,,1672
Johann Hermann,Carmiencke,1857,http://www.the-athenaeum.org/people/detail.php?ID=1118,Danish,,1118,,1810
"JR, James",Faed,1920,http://www.the-athenaeum.org/people/detail.php?ID=8872,Scottish,,8872,,1857
Jules Ferdinand,Médard,1925,http://www.the-athenaeum.org/people/detail.php?ID=7022,French,,7022,,1855
Elisabeth,Modell,1865,http://www.the-athenaeum.org/people/detail.php?ID=5244,Austrian,,5244,,1820
Alexander,Leontovsky,1928,http://www.the-athenaeum.org/people/detail.php?ID=7024,Russian,,7024,,1865
Sebastiano,Mazzoni,1678,http://www.the-athenaeum.org/people/detail.php?ID=7974,Italian,Baroque,7974,,1611
French School - 17th Century,Unknown,1700,http://www.the-athenaeum.org/people/detail.php?ID=3971,French,,3971,,1600
Arnoud,Wydeveld,1888,http://www.the-athenaeum.org/people/detail.php?ID=1117,Dutch,,1117,,1832
Sigismund,Righini,1937,http://www.the-athenaeum.org/people/detail.php?ID=5489,Swiss,,5489,,1870
Giovanni Francesco,Grimaldi,1680,http://www.the-athenaeum.org/people/detail.php?ID=9250,Italian,,9250,,1606
Maria J. C.,A'becket,1904,http://www.the-athenaeum.org/people/detail.php?ID=9221,American,,9221,,1839
Nicholas,Gyzis,1901,http://www.the-athenaeum.org/people/detail.php?ID=3598,Greek,,3598,,1842
Giovanni Francesco,Bezzi,1571,http://www.the-athenaeum.org/people/detail.php?ID=6381,Italian,Renaissance,6381,,1549
Conrad,Freyberg,1915,http://www.the-athenaeum.org/people/detail.php?ID=8753,German,,8753,,1842
Thomas Millie,Downman,1919,http://www.the-athenaeum.org/people/detail.php?ID=4097,Scottish,,4097,,1848
Horace Wolcott,Robbins,1904,http://www.the-athenaeum.org/people/detail.php?ID=1080,American,,1080,,1842
Madeleine,Boullogne,1710,http://www.the-athenaeum.org/people/detail.php?ID=6125,French,Baroque,6125,,1646
Johann,Hulsman,1652,http://www.the-athenaeum.org/people/detail.php?ID=11013,German,,11013,,1610
William,Doughty,1782,http://www.the-athenaeum.org/people/detail.php?ID=8726,English,,8726,,1757
Charles Frederick,Draper,1910,http://www.the-athenaeum.org/people/detail.php?ID=8740,United Kingdom,,8740,,1840
Eduard,Pistorius,1862,http://www.the-athenaeum.org/people/detail.php?ID=11187,German,,11187,,1796
Herman,Kruyder,1935,http://www.the-athenaeum.org/people/detail.php?ID=5643,Dutch,,5643,,1881
Jindrich,Styrsky,1942,http://www.the-athenaeum.org/people/detail.php?ID=4671,Czech,Surrealist,4671,,1899
Maude Drein,Bryant,1946,http://www.the-athenaeum.org/people/detail.php?ID=11458,American,,11458,,1880
Anton Günther,Gheringh,1617,http://www.the-athenaeum.org/people/detail.php?ID=5344,Belgian,,5344,,1556
John,Califano,1924,http://www.the-athenaeum.org/people/detail.php?ID=1063,American,,1063,,1864
Vladimir,Kazantsev,1902,http://www.the-athenaeum.org/people/detail.php?ID=9996,Russian,,9996,,1849
Andrea,Pisano,1348,http://www.the-athenaeum.org/people/detail.php?ID=10159,Italian,,10159,,1290
Isaac,Oliver,1617,http://www.the-athenaeum.org/people/detail.php?ID=8942,United Kingdom,,8942,,1556
Louis-Adolphe,Soutter,1942,http://www.the-athenaeum.org/people/detail.php?ID=4810,Swiss,Surrealist,4810,,1871
Helen,Searle,1884,http://www.the-athenaeum.org/people/detail.php?ID=1902,American,,1902,,1830
Louis Frederick,Berneker,1937,http://www.the-athenaeum.org/people/detail.php?ID=4867,American,,4867,,1872
Vittorio,Rappini,1939,http://www.the-athenaeum.org/people/detail.php?ID=4676,Italian,,4676,,1877
Oscar Wilhelm,Luthy,1945,http://www.the-athenaeum.org/people/detail.php?ID=7936,Swiss,,7936,,1882
Robert B.,Farren,1912,http://www.the-athenaeum.org/people/detail.php?ID=8895,United Kingdom,,8895,,1832
Platt Powell,Ryder,1896,http://www.the-athenaeum.org/people/detail.php?ID=1034,American,,1034,,1821
Aaron H.,Corwine,1830,http://www.the-athenaeum.org/people/detail.php?ID=3746,American,,3746,,1802
Jean-Louis,Laneuville,1826,http://www.the-athenaeum.org/people/detail.php?ID=9842,French,,9842,,1748
William,Garthwaite,1899,http://www.the-athenaeum.org/people/detail.php?ID=9032,United Kingdom,,9032,,1821
Charles,Giron,1914,http://www.the-athenaeum.org/people/detail.php?ID=7931,Swiss,,7931,,1850
Franklin,Carmichael,1945,http://www.the-athenaeum.org/people/detail.php?ID=501,Canadian,,501,,1890
Paul Eduard,Crodel,1928,http://www.the-athenaeum.org/people/detail.php?ID=310,German,,310,,1862
James Longacre,Wood,1938,http://www.the-athenaeum.org/people/detail.php?ID=1017,American,,1017,,1863
Edward,Benson,1863,http://www.the-athenaeum.org/people/detail.php?ID=7915,United Kingdom,,7915,,1808
William Edwin,Atkinson,1926,http://www.the-athenaeum.org/people/detail.php?ID=7898,English,,7898,,1862
Guillam,Dubois,1680,http://www.the-athenaeum.org/people/detail.php?ID=8755,Dutch,,8755,,1623
Edwin Willard,Deming,1942,http://www.the-athenaeum.org/people/detail.php?ID=3672,American,,3672,,1860
Peter,Rindisbacher,1834,http://www.the-athenaeum.org/people/detail.php?ID=1009,Swiss,,1009,,1806
Kahlil,Gibran,1931,http://www.the-athenaeum.org/people/detail.php?ID=6986,Lebanese,Symbolist,6986,,1883
Michael Zeno,Diemer,1939,http://www.the-athenaeum.org/people/detail.php?ID=6361,German,,6361,,1867
Wanda,Gag,1946,http://www.the-athenaeum.org/people/detail.php?ID=10069,American,,10069,,1893
Ferdinand,Knab,1902,http://www.the-athenaeum.org/people/detail.php?ID=7891,German,,7891,,1834
Albert De,Belleroche,1944,http://www.the-athenaeum.org/people/detail.php?ID=7905,Welsh,,7905,,1864
Gustav Adolph,Hennig,1869,http://www.the-athenaeum.org/people/detail.php?ID=3624,German,,3624,,1797
Orazio,Riminaldi,1631,http://www.the-athenaeum.org/people/detail.php?ID=9075,Italian,,9075,,1586
Abraham,Bosschaert,1643,http://www.the-athenaeum.org/people/detail.php?ID=5888,Dutch,Dutch Golden Age,5888,,1612
Abraham Jansz.,Van diepenbeeck,1675,http://www.the-athenaeum.org/people/detail.php?ID=8696,Dutch,,8696,,1596
William Shakespeare,Burton,1916,http://www.the-athenaeum.org/people/detail.php?ID=3581,English,,3581,,1824
Adam,Willaerts,1644,http://www.the-athenaeum.org/people/detail.php?ID=514,Dutch,Dutch Golden Age,514,,1577
Francisco,Miralles y gallup,1901,http://www.the-athenaeum.org/people/detail.php?ID=987,Spanish,,987,,1848
Pere Torné,Esquius,1936,http://www.the-athenaeum.org/people/detail.php?ID=9099,Spanish,,9099,,1879
Peter,Fendi,1842,http://www.the-athenaeum.org/people/detail.php?ID=6356,Austrian,,6356,,1796
Thomas Addison,Richards,1900,http://www.the-athenaeum.org/people/detail.php?ID=976,English,,976,,1820
Charles H.,Chapin,1889,http://www.the-athenaeum.org/people/detail.php?ID=3482,American,,3482,,1830
Thomas Adolphus,Falcon,1944,http://www.the-athenaeum.org/people/detail.php?ID=8876,English,,8876,,1872
Theodor,Axentowicz,1938,http://www.the-athenaeum.org/people/detail.php?ID=7877,Polish,,7877,,1859
William Wallace,Gilchrist,1926,http://www.the-athenaeum.org/people/detail.php?ID=961,American,,961,,1879
Edoardo,Tofano,1920,http://www.the-athenaeum.org/people/detail.php?ID=6971,Italian,Academist,6971,,1838
Auguste,Hirsch,1912,http://www.the-athenaeum.org/people/detail.php?ID=11000,French,,11000,,1833
Jules Frederic,Ballavoine,1901,http://www.the-athenaeum.org/people/detail.php?ID=3460,French,,3460,,1855
William,Morris,1896,http://www.the-athenaeum.org/people/detail.php?ID=5,English,Pre-Raphaelite,5,,1834
Abraham van,Strij,1826,http://www.the-athenaeum.org/people/detail.php?ID=7865,Dutch,,7865,,1753
Pierre-Joseph,Redoute,1841,http://www.the-athenaeum.org/people/detail.php?ID=3501,French,,3501,,1759
Gherado di,Giovanni del fora,1497,http://www.the-athenaeum.org/people/detail.php?ID=9457,Italian,,9457,,1445
Walter,Paris,1906,http://www.the-athenaeum.org/people/detail.php?ID=3448,English,,3448,,1842
Etienne,Moreau-nelaton,1927,http://www.the-athenaeum.org/people/detail.php?ID=9746,French,,9746,,1859
Virgil Macey,Williams,1886,http://www.the-athenaeum.org/people/detail.php?ID=3366,American,,3366,,1830
Thomas Harris,Robinson,1888,http://www.the-athenaeum.org/people/detail.php?ID=7021,Canadian,,7021,,1835
Leon Victor,Dupre,1879,http://www.the-athenaeum.org/people/detail.php?ID=484,French,,484,,1816
Abraham van,Cuylenborch,1658,http://www.the-athenaeum.org/people/detail.php?ID=5473,Dutch,Dutch Golden Age,5473,,1610
Jose,Juliana y albert,1890,http://www.the-athenaeum.org/people/detail.php?ID=5310,Spanish,,5310,,1844
William S.,Robinson,1945,http://www.the-athenaeum.org/people/detail.php?ID=3382,American,,3382,,1861
George,Bedford,1920,http://www.the-athenaeum.org/people/detail.php?ID=7852,United Kingdom,,7852,,1849
Jacques Andre,Portail,1759,http://www.the-athenaeum.org/people/detail.php?ID=11175,French,,11175,,1695
Marie-Gabrielle,Capet,1818,http://www.the-athenaeum.org/people/detail.php?ID=290,French,Neoclassicist,290,"Born in Lyon, she excelled as a portrait painter.",1761
Augustus Henry,Fox,1895,http://www.the-athenaeum.org/people/detail.php?ID=8966,United Kingdom,,8966,,1822
Benito Manuel,Aguero,1668,http://www.the-athenaeum.org/people/detail.php?ID=6062,Spanish,Baroque,6062,,1624
,Master of delft,1520,http://www.the-athenaeum.org/people/detail.php?ID=9831,Dutch,Northern Renaissance,9831,,1460
Arthur Herbert,Buckland,1927,http://www.the-athenaeum.org/people/detail.php?ID=5611,United Kingdom,,5611,,1870
Cornelis Christiaan,Dommelshuizen,1928,http://www.the-athenaeum.org/people/detail.php?ID=3326,Dutch,,3326,,1842
Johann Martin von,Rohden,1868,http://www.the-athenaeum.org/people/detail.php?ID=1648,German,,1648,,1778
Edmund Elisha,Case,1919,http://www.the-athenaeum.org/people/detail.php?ID=9872,American,,9872,,1840
Alexander,Sokolov,1913,http://www.the-athenaeum.org/people/detail.php?ID=6949,Russian,,6949,,1829
Katherine Louisa,Beard,1941,http://www.the-athenaeum.org/people/detail.php?ID=7837,United Kingdom,,7837,,1867
Antoine-Felix,Boisselier,1857,http://www.the-athenaeum.org/people/detail.php?ID=1651,French,Romantic,1651,,1790
"VON, Joseph",Führich,1876,http://www.the-athenaeum.org/people/detail.php?ID=5624,Austrian,Romantic,5624,,1800
Alexandra,Makovskaya,1915,http://www.the-athenaeum.org/people/detail.php?ID=10992,Russian,,10992,,1837
Ludwig,Hermann,1881,http://www.the-athenaeum.org/people/detail.php?ID=5862,German,,5862,,1812
Joakim,Skovgaard,1933,http://www.the-athenaeum.org/people/detail.php?ID=4244,Danish,,4244,,1856
Charles,Beaubrun,1692,http://www.the-athenaeum.org/people/detail.php?ID=7839,United Kingdom,,7839,,1604
William,Gosling,1883,http://www.the-athenaeum.org/people/detail.php?ID=9213,English,,9213,,1824
Jesse,Talbot,1879,http://www.the-athenaeum.org/people/detail.php?ID=923,American,,923,,1806
